NAME,GEOIDFQ,SUMLEVEL,YEAR,METRIC,FUEL_TYPE,VALUE
Knox,0500000US39083,050,2016,Capacity,Captured Heat from Biologically Derived Methane Gas,0.0
Knox,0500000US39083,050,2017,Capacity,Captured Heat from Biologically Derived Methane Gas,0.0
Knox,0500000US39083,050,2018,Capacity,Captured Heat from Biologically Derived Methane Gas,0.0
Knox,0500000US39083,050,2019,Capacity,Captured Heat from Biologically Derived Methane Gas,0.0
Knox,0500000US39083,050,2020,Capacity,Captured Heat from Biologically Derived Methane Gas,0.0
Knox,0500000US39083,050,2021,Capacity,Captured Heat from Biologically Derived Methane Gas,0.0
Knox,0500000US39083,050,2022,Capacity,Captured Heat from Biologically Derived Methane Gas,0.0
Knox,0500000US39083,050,2023,Capacity,Captured Heat from Biologically Derived Methane Gas,0.0
Knox,0500000US39083,050,2024,Capacity,Captured Heat from Biologically Derived Methane Gas,0.0
Knox,0500000US39083,050,2009,Capacity,Hydroelectric,0.0
Knox,0500000US39083,050,2010,Capacity,Hydroelectric,0.0
Knox,0500000US39083,050,2011,Capacity,Hydroelectric,0.0
Knox,0500000US39083,050,2012,Capacity,Hydroelectric,0.0
Knox,0500000US39083,050,2013,Capacity,Hydroelectric,0.0
Knox,0500000US39083,050,2014,Capacity,Hydroelectric,0.0
Knox,0500000US39083,050,2015,Capacity,Hydroelectric,0.0
Knox,0500000US39083,050,2016,Capacity,Hydroelectric,0.0
Knox,0500000US39083,050,2017,Capacity,Hydroelectric,0.0
Knox,0500000US39083,050,2018,Capacity,Hydroelectric,0.0
Knox,0500000US39083,050,2019,Capacity,Hydroelectric,0.0
Knox,0500000US39083,050,2020,Capacity,Hydroelectric,0.0
Knox,0500000US39083,050,2021,Capacity,Hydroelectric,0.0
Knox,0500000US39083,050,2022,Capacity,Hydroelectric,0.0
Knox,0500000US39083,050,2023,Capacity,Hydroelectric,0.0
Knox,0500000US39083,050,2024,Capacity,Hydroelectric,0.0
Knox,0500000US39083,050,2009,Capacity,Solar Photovoltaic,0.0
Knox,0500000US39083,050,2010,Capacity,Solar Photovoltaic,0.0
Knox,0500000US39083,050,2011,Capacity,Solar Photovoltaic,0.01272
Knox,0500000US39083,050,2012,Capacity,Solar Photovoltaic,1.4889999999999999
Knox,0500000US39083,050,2013,Capacity,Solar Photovoltaic,0.058210000000000005
Knox,0500000US39083,050,2014,Capacity,Solar Photovoltaic,0.01854
Knox,0500000US39083,050,2015,Capacity,Solar Photovoltaic,0.05964
Knox,0500000US39083,050,2016,Capacity,Solar Photovoltaic,0.14704
Knox,0500000US39083,050,2017,Capacity,Solar Photovoltaic,0.02627
Knox,0500000US39083,050,2018,Capacity,Solar Photovoltaic,0.10506
Knox,0500000US39083,050,2019,Capacity,Solar Photovoltaic,0.01575
Knox,0500000US39083,050,2020,Capacity,Solar Photovoltaic,0.0056
Knox,0500000US39083,050,2021,Capacity,Solar Photovoltaic,0.0
Knox,0500000US39083,050,2022,Capacity,Solar Photovoltaic,0.0
Knox,0500000US39083,050,2023,Capacity,Solar Photovoltaic,0.0184
Knox,0500000US39083,050,2024,Capacity,Solar Photovoltaic,0.04145
Knox,0500000US39083,050,2009,Capacity,Solid Waste,0.0
Knox,0500000US39083,050,2010,Capacity,Solid Waste,0.0
Knox,0500000US39083,050,2011,Capacity,Solid Waste,0.0
Knox,0500000US39083,050,2012,Capacity,Solid Waste,0.0
Knox,0500000US39083,050,2013,Capacity,Solid Waste,0.0
Knox,0500000US39083,050,2014,Capacity,Solid Waste,0.0
Knox,0500000US39083,050,2015,Capacity,Solid Waste,0.0
Knox,0500000US39083,050,2016,Capacity,Solid Waste,0.0
Knox,0500000US39083,050,2017,Capacity,Solid Waste,0.0
Knox,0500000US39083,050,2018,Capacity,Solid Waste,0.0
Knox,0500000US39083,050,2019,Capacity,Solid Waste,0.0
Knox,0500000US39083,050,2020,Capacity,Solid Waste,0.0
Knox,0500000US39083,050,2021,Capacity,Solid Waste,0.0
Knox,0500000US39083,050,2022,Capacity,Solid Waste,0.0
Knox,0500000US39083,050,2023,Capacity,Solid Waste,0.0
Knox,0500000US39083,050,2024,Capacity,Solid Waste,0.0
Knox,0500000US39083,050,2009,Capacity,Wind,0.0
Knox,0500000US39083,050,2010,Capacity,Wind,0.0
Knox,0500000US39083,050,2011,Capacity,Wind,0.0
Knox,0500000US39083,050,2012,Capacity,Wind,0.0
Knox,0500000US39083,050,2013,Capacity,Wind,0.0
Knox,0500000US39083,050,2014,Capacity,Wind,0.0
Knox,0500000US39083,050,2015,Capacity,Wind,0.0
Knox,0500000US39083,050,2016,Capacity,Wind,0.0
Knox,0500000US39083,050,2017,Capacity,Wind,0.0
Knox,0500000US39083,050,2018,Capacity,Wind,0.0
Knox,0500000US39083,050,2019,Capacity,Wind,0.0
Knox,0500000US39083,050,2020,Capacity,Wind,0.0
Knox,0500000US39083,050,2021,Capacity,Wind,0.0
Knox,0500000US39083,050,2022,Capacity,Wind,0.0
Knox,0500000US39083,050,2023,Capacity,Wind,0.0
Knox,0500000US39083,050,2024,Capacity,Wind,0.0
Licking,0500000US39089,050,2009,Facilities,Biomass,0.0
Licking,0500000US39089,050,2010,Facilities,Biomass,0.0
Licking,0500000US39089,050,2011,Facilities,Biomass,0.0
Licking,0500000US39089,050,2012,Facilities,Biomass,0.0
Licking,0500000US39089,050,2013,Facilities,Biomass,0.0
Licking,0500000US39089,050,2014,Facilities,Biomass,0.0
Licking,0500000US39089,050,2015,Facilities,Biomass,0.0
Licking,0500000US39089,050,2016,Facilities,Biomass,0.0
Licking,0500000US39089,050,2017,Facilities,Biomass,0.0
Licking,0500000US39089,050,2018,Facilities,Biomass,0.0
Licking,0500000US39089,050,2019,Facilities,Biomass,0.0
Licking,0500000US39089,050,2020,Facilities,Biomass,0.0
Licking,0500000US39089,050,2021,Facilities,Biomass,0.0
Licking,0500000US39089,050,2022,Facilities,Biomass,0.0
Licking,0500000US39089,050,2023,Facilities,Biomass,0.0
Licking,0500000US39089,050,2024,Facilities,Biomass,0.0
Licking,0500000US39089,050,2009,Facilities,Captured Heat from Biologically Derived Methane Gas,0.0
Licking,0500000US39089,050,2010,Facilities,Captured Heat from Biologically Derived Methane Gas,0.0
Licking,0500000US39089,050,2011,Facilities,Captured Heat from Biologically Derived Methane Gas,0.0
Licking,0500000US39089,050,2012,Facilities,Captured Heat from Biologically Derived Methane Gas,0.0
Licking,0500000US39089,050,2013,Facilities,Captured Heat from Biologically Derived Methane Gas,0.0
Licking,0500000US39089,050,2014,Facilities,Captured Heat from Biologically Derived Methane Gas,0.0
Licking,0500000US39089,050,2015,Facilities,Captured Heat from Biologically Derived Methane Gas,0.0
Licking,0500000US39089,050,2016,Facilities,Captured Heat from Biologically Derived Methane Gas,0.0
Licking,0500000US39089,050,2017,Facilities,Captured Heat from Biologically Derived Methane Gas,0.0
Licking,0500000US39089,050,2018,Facilities,Captured Heat from Biologically Derived Methane Gas,0.0
Licking,0500000US39089,050,2019,Facilities,Captured Heat from Biologically Derived Methane Gas,0.0
Licking,0500000US39089,050,2020,Facilities,Captured Heat from Biologically Derived Methane Gas,0.0
Licking,0500000US39089,050,2021,Facilities,Captured Heat from Biologically Derived Methane Gas,0.0
Licking,0500000US39089,050,2022,Facilities,Captured Heat from Biologically Derived Methane Gas,0.0
Licking,0500000US39089,050,2023,Facilities,Captured Heat from Biologically Derived Methane Gas,0.0
Licking,0500000US39089,050,2024,Facilities,Captured Heat from Biologically Derived Methane Gas,0.0
Licking,0500000US39089,050,2009,Facilities,Hydroelectric,0.0
Licking,0500000US39089,050,2010,Facilities,Hydroelectric,0.0
Licking,0500000US39089,050,2011,Facilities,Hydroelectric,0.0
Licking,0500000US39089,050,2012,Facilities,Hydroelectric,0.0
Licking,0500000US39089,050,2013,Facilities,Hydroelectric,0.0
Licking,0500000US39089,050,2014,Facilities,Hydroelectric,0.0
